Location,Date,Morning Forecast,Afternoon Forecast,Night Forecast,Summary Forecast,Summary When,Min Temperature (°C),Max Temperature (°C),Energy Output
Tasik Kenyir,2024-07-04,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,35,37.5
Tasik Kenyir,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,25,35,37.5
Tasik Kenyir,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Taman Negara Terengganu,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Taman Negara Terengganu,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Taman Negara Terengganu,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Taman Negara Terengganu,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Taman Negara Terengganu,2024-07-04,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,35,37.5
Taman Negara Terengganu,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,25,35,37.5
Taman Negara Terengganu,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Taman Negara,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Taman Negara,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Taman Negara,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Taman Negara,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Taman Negara,2024-07-04,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Taman Negara,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Taman Negara,2024-07-02,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,47.0
Bukit Fraser,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,23,31.5
Bukit Fraser,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,23,31.5
Bukit Fraser,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,23,31.5
Bukit Fraser,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,23,31.5
Bukit Fraser,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,18,23,31.5
Bukit Fraser,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,18,23,31.5
Bukit Fraser,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,18,23,31.5
Pulau Kapas,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Kapas,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Kapas,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Kapas,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Kapas,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Kapas,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Kapas,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Tanah Tinggi Genting,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Tanah Tinggi Genting,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Tanah Tinggi Genting,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Tanah Tinggi Genting,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,18,24,32.0
Tanah Tinggi Genting,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,18,24,32.0
Tanah Tinggi Genting,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Tanah Tinggi Genting,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Bukit Tinggi,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Bukit Tinggi,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Bukit Tinggi,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Bukit Tinggi,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,18,24,32.0
Bukit Tinggi,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,18,24,32.0
Bukit Tinggi,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Bukit Tinggi,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,18,24,32.0
Pusat Konservasi Gajah Kebangsaan,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pusat Konservasi Gajah Kebangsaan,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pusat Konservasi Gajah Kebangsaan,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pusat Konservasi Gajah Kebangsaan,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pusat Konservasi Gajah Kebangsaan,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pusat Konservasi Gajah Kebangsaan,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pusat Konservasi Gajah Kebangsaan,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Tasik Bera,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Tasik Bera,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Tasik Bera,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Tasik Bera,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Tasik Bera,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Tasik Bera,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Tasik Bera,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Tanjung Jara,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Tanjung Jara,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Tanjung Jara,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Tanjung Jara,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Tanjung Jara,2024-07-04,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Tanjung Jara,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Tanjung Jara,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Paya Indah Wetlands,2024-07-08,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Paya Indah Wetlands,2024-07-07,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Paya Indah Wetlands,2024-07-06,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,34,77.0
Paya Indah Wetlands,2024-07-05,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Paya Indah Wetlands,2024-07-04,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,34,77.0
Paya Indah Wetlands,2024-07-03,Ribut petir,Ribut petir,Ribut petir,Ribut petir,Sepanjang Hari,24,34,77.0
Paya Indah Wetlands,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Kijal,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kijal,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kijal,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kijal,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kijal,2024-07-04,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kijal,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Kijal,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Cherating,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Cherating,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Cherating,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Cherating,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Cherating,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Cherating,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Cherating,2024-07-02,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,46.5
Pulau Tioman,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Pulau Tioman,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Pulau Tioman,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Pulau Tioman,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Pulau Tioman,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Pulau Tioman,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,33,36.5
Pulau Tioman,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,33,36.5
Pulau Sibu,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Sibu,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Sibu,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pulau Sibu,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Sibu,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Sibu,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Pulau Sibu,2024-07-02,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,47.0
Desaru,2024-07-08,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Desaru,2024-07-07,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Desaru,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Desaru,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Desaru,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Desaru,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Desaru,2024-07-02,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,47.0
Taman Nasional Kinabalu,2024-07-08,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,12,18,29.0
Taman Nasional Kinabalu,2024-07-07,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,12,18,29.0
Taman Nasional Kinabalu,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,12,18,29.0
Taman Nasional Kinabalu,2024-07-05,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,12,18,29.0
Taman Nasional Kinabalu,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,12,18,29.0
Taman Nasional Kinabalu,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,12,18,29.0
Taman Nasional Kinabalu,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,12,18,29.0
Pulau Sipadan,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,27,33,36.5
Pulau Sipadan,2024-07-07,Tiada hujan,Tiada hujan,Hujan,Hujan,Malam,27,33,36.5
Pulau Sipadan,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,27,33,36.5
Pulau Sipadan,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,27,33,36.5
Pulau Sipadan,2024-07-04,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,27,33,76.5
Pulau Sipadan,2024-07-03,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,27,33,76.5
Pulau Sipadan,2024-07-02,Hujan,Hujan,Ribut petir,Ribut petir,Malam,27,33,46.5
Perlis,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,34,57.0
Perlis,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,34,57.0
Perlis,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,34,57.0
Perlis,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,34,57.0
Perlis,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,34,57.0
Perlis,2024-07-03,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,26,34,57.0
Perlis,2024-07-02,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,26,34,57.0
Kedah,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,26,34,57.0
Kedah,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,26,34,57.0
Kedah,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,26,34,57.0
Kedah,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,26,34,57.0
Kedah,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,26,34,57.0
Kedah,2024-07-03,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,26,34,57.0
Kedah,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Hujan di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,26,34,57.0
Pulau Pinang,2024-07-08,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,27,34,57.0
Pulau Pinang,2024-07-07,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,27,34,57.0
Pulau Pinang,2024-07-06,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,27,34,57.0
Pulau Pinang,2024-07-05,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,27,34,57.0
Pulau Pinang,2024-07-04,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,27,34,57.0
Pulau Pinang,2024-07-03,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,27,34,57.0
Pulau Pinang,2024-07-02,Hujan di beberapa tempat di kawasan pantai,Tiada hujan,Tiada hujan,Hujan di beberapa tempat di kawasan pantai,Pagi,27,34,
Perak,2024-07-08,Hujan di beberapa tempat di kawasan pantai,Hujan di beberapa tempat di kawasan pedalaman,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,25,34,
Perak,2024-07-07,Hujan di beberapa tempat di kawasan pantai,Hujan di beberapa tempat di kawasan pedalaman,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,25,34,
Perak,2024-07-06,Hujan di beberapa tempat di kawasan pantai,Hujan di beberapa tempat di kawasan pedalaman,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,25,34,
Perak,2024-07-05,Hujan di beberapa tempat di kawasan pantai,Hujan di beberapa tempat di kawasan pedalaman,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,25,34,
Perak,2024-07-04,Hujan di beberapa tempat di kawasan pantai,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,25,34,
Perak,2024-07-03,Hujan di beberapa tempat di kawasan pantai,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,25,34,
Perak,2024-07-02,Hujan di beberapa tempat di kawasan pantai,Hujan di beberapa tempat di kawasan pedalaman,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,25,34,
Kelantan,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Kelantan,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Kelantan,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Kelantan,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Kelantan,2024-07-04,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Sepanjang Hari,25,33,86.5
Kelantan,2024-07-03,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Sepanjang Hari,25,33,86.5
Kelantan,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Terengganu,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Terengganu,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Terengganu,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Terengganu,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Terengganu,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Terengganu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Terengganu,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,25,33,36.5
Pahang,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Pahang,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Pahang,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Pahang,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,24,34,37.0
Pahang,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,24,34,37.0
Pahang,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat di kawasan pedalaman,Petang dan Malam,24,34,37.0
Pahang,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,57.0
Selangor,2024-07-08,Ribut petir di beberapa tempat di kawasan pantai,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,34,
Selangor,2024-07-07,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,34,87.0
Selangor,2024-07-06,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,34,87.0
Selangor,2024-07-05,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,34,87.0
Selangor,2024-07-04,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,34,87.0
Selangor,2024-07-03,Ribut petir di beberapa tempat,Ribut petir di kebanyakan tempat di kawasan pedalaman,Ribut petir di beberapa tempat,Ribut petir di kebanyakan tempat,Sepanjang Hari,24,33,86.5
Selangor,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Tiada hujan,Ribut petir di beberapa tempat di kawasan pedalaman,Petang,24,33,36.5
WP Kuala Lumpur,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
